着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),日付,東西
10,7,9,ケンホファヴァルト,牡3,56,戸崎圭太,1:49.8,4,**,3-2-2-2,37.8,147.3,10,442(-2),,,,森秀行,中西宏彰,,201606020711,西
11,3,3,アドマイヤモラール,牡3,56,田辺裕信,1:50.1,1.3/4,**,2-2-3-2,37.9,28.7,7,510(-2),,,,上原博之,近藤利一,,201606020711,東
1,4,8,スティンライクビー,牡4,57,吉田豊,1:10.5,,**,1-1,36.5,2.1,1,474(+2),,,,田村康仁,ローレルレーシング,"1,050.0",201606020712,東
2,3,6,マイネルエスパス,牡4,57,柴田大知,1:10.6,1/2,**,2-2,36.5,17.0,6,512(0),,,,菊川正達,サラブレッドクラブ・ラフィアン,420.0,201606020712,東
3,5,10,ダウトレス,牡5,57,江田照男,1:10.7,1/2,**,12-8,35.5,29.5,8,516(0),,,,小島太,ノースヒルズ,260.0,201606020712,東
4,7,14,ヒカリブランデー,牡5,57,内田博幸,1:10.7,アタマ,**,6-5,36.2,10.3,4,482(0),,,,池上昌弘,ヒカリクラブ,160.0,201606020712,東
5,4,7,タッチシタイ,牡6,57,戸崎圭太,1:10.8,クビ,**,8-7,36.2,4.7,2,494(-8),,,,音無秀孝,小田切有一,105.0,201606020712,西
6,1,1,マレーナ,牝5,54,石川裕紀,1:10.8,クビ,**,3-3,36.5,22.5,7,492(0),,,,手塚貴久,山本英俊,,201606020712,東
7,1,2,ダイワインパルス,牡4,57,シュタル,1:10.9,クビ,**,8-8,36.3,15.7,5,482(+2),,,,宗像義忠,大城敬三,,201606020712,東
8,6,11,メイショウホウトウ,牡5,57,吉田隼人,1:11.4,3,**,10-10,36.6,137.7,13,490(0),,,,沖芳夫,松本好雄,,201606020712,西
9,2,3,トウショウデュエル,牡4,54,野中悠太,1:11.5,1/2,**,10-10,36.7,272.4,15,502(-10),,,,杉浦宏昭,トウショウ産業,,201606020712,東
10,8,16,ガッサンプレイ,牡6,57,横山典弘,1:11.7,1.1/4,**,15-15,36.1,125.6,12,474(0),,,,鈴木伸尋,西村專次,,201606020712,東
11,8,15,モズハツコイ,牝5,55,ルメール,1:11.7,クビ,**,3-3,37.4,4.9,3,472(+6),,,,牧田和弥,キャピタル・システム,,201606020712,西
12,3,5,ラスパジャサーダス,牝4,55,松岡正海,1:11.8,クビ,**,6-6,37.3,95.2,11,446(0),,,,中舘英二,佐々木雄二,,201606020712,東
13,6,12,サダムコーテイ,牡6,57,柴田善臣,1:11.9,3/4,**,15-15,36.3,37.0,9,508(+8),,,,本間忍,大西定,,201606020712,東
14,2,4,シークレットアーム,牡7,57,大野拓弥,1:12.0,1/2,**,12-13,36.9,371.1,16,512(-4),,,,清水英克,サンコウ牧場,,201606020712,東
15,7,13,スノーエンジェル,牝4,55,藤岡康太,1:12.2,1.1/4,**,12-13,37.1,91.6,10,442(-14),,,,浅見秀一,三田昌宏,,201606020712,西
16,5,9,マツノヴィグラス,牝5,53,長岡禎仁,1:14.0,大,**,3-10,39.6,264.3,14,448(+10),,,,竹内正洋,中島稔,,201606020712,東
1,5,9,センチュリオン,牡4,57,大野拓弥,1:52.1,,**,3-3-3-3,37.7,6.7,4,510(0),,,,田村康仁,窪田康志,"1,852.2",201606020810,東
2,5,8,リッカルド,セ5,57,内田博幸,1:52.4,1.3/4,**,2-2-2-2,38.1,5.5,3,498(-2),,,,黒岩陽一,岡田牧雄,739.2,201606020810,東
3,4,6,マイネルオフィール,牡4,57,柴田大知,1:52.4,クビ,**,4-4-5-4,37.6,18.0,7,478(-4),,,,飯田雄三,サラブレッドクラブ・ラフィアン,464.6,201606020810,西
4,7,13,ルファルシオン,牡5,57,福永祐一,1:52.5,1/2,**,6-6-7-5,37.6,29.8,9,510(-8),,,,松田国英,グリーンファーム,270.0,201606020810,西
5,2,3,タマモネイヴィー,牡5,57,池添謙一,1:53.1,3.1/2,**,13-12-1-1,39.0,46.8,11,500(+2),,,,中竹和也,タマモ,182.0,201606020810,西
6,3,5,ミツバ,牡4,57,ルメール,1:53.2,1/2,**,11-10-12-9,37.8,2.7,1,460(+2),,,,加用正,協栄,,201606020810,西
7,7,12,グッドマイスター,牡7,57,田辺裕信,1:53.7,3,**,12-12-7-7,38.8,13.9,6,474(0),,,,安田隆行,久保博文,,201606020810,西
8,8,15,デビルズハーツ,牡6,57,横山典弘,1:53.9,1.1/4,**,15-15-15-15,37.5,37.8,10,488(+2),,,,昆貢,安原浩司,,201606020810,西
9,8,14,ミッキースマホ,牡6,57,岩田康誠,1:54.0,クビ,**,6-7-4-6,39.4,10.4,5,476(+2),,,,大久保龍,野田みづき,,201606020810,西
10,4,7,セトノプロミス,牡6,57,吉田豊,1:54.0,クビ,**,8-9-10-8,38.9,72.4,12,492(-8),,,,鈴木孝志,難波澄子,,201606020810,西
11,2,2,フェスティヴイェル,牡5,57,戸崎圭太,1:54.2,1,**,8-7-10-10,39.1,5.4,2,508(-4),,,,畠山吉宏,臼井義太郎,,201606020810,東
12,3,4,タマモマズルカ,牡5,57,武豊,1:55.6,9,**,8-10-13-13,40.1,29.4,8,530(0),,,,伊藤圭三,タマモ,,201606020810,東
13,6,11,ファイヤーロック,牡5,57,蛯名正義,1:55.9,1.3/4,**,13-14-13-13,40.3,77.6,13,492(+4),,,,村山明,金子真人ホールディングス,,201606020810,西
14,1,1,マイネルハルカゼ,牡6,57,シュタル,1:56.5,3.1/2,**,1-1-5-10,41.7,135.7,15,494(-2),,,,五十嵐忠,サラブレッドクラブ・ラフィアン,,201606020810,西
15,6,10,コスモグレースフル,牡7,57,松岡正海,1:57.0,3,**,4-4-7-10,42.1,118.6,14,498(0),,,,高橋裕,ビッグレッドファーム,,201606020810,東
1,5,9,エンジェルフェイス,牝3,54,福永祐一,1:49.3,,**,1-1-1-1,35.6,2.9,1,496(+2),,,,藤原英昭,ロードホースクラブ,"3,558.1",201606020811,西
2,2,3,ゲッカコウ,牝3,54,松岡正海,1:49.5,1.1/4,**,7-6-6-7,35.4,6.7,2,448(-2),,,,高橋義博,サラブレッドクラブ・ラフィアン,"1,416.6",201606020811,東
3,5,10,ウインクルサルーテ,牝3,54,秋山真一,1:49.5,ハナ,**,8-8-8-8,35.2,96.6,14,402(-6),,,,高橋亮,有能,888.3,201606020811,西
4,3,5,ギモーヴ,牝3,54,シュタル,1:49.5,アタマ,**,4-5-5-4,35.5,8.4,4,462(+2),,,,池添学,吉田和美,530.0,201606020811,西
5,6,11,エテルナミノル,牝3,54,蛯名正義,1:49.5,クビ,**,2-2-2-2,35.7,58.1,13,434(0),,,,本田優,吉岡實,350.0,201606020811,西
6,2,4,アオイサンシャイン,牝3,54,池添謙一,1:49.6,3/4,**,3-3-3-4,35.7,15.3,7,502(-8),,,,古賀慎明,新谷幸義,,201606020811,東
7,1,1,ラブリーアモン,牝3,54,武士沢友,1:49.6,ハナ,**,12-10-10-9,35.1,9.5,5,472(-4),,,,谷原義明,平岡茂樹,,201606020811,東
8,4,8,ルフォール,牝3,54,岩田康誠,1:49.8,1,**,4-6-6-6,35.7,7.0,3,454(-6),,,,堀宣行,サンデーレーシング,,201606020811,東
9,7,13,アオイプリンセス,牝3,54,三浦皇成,1:49.9,3/4,**,4-3-3-3,36.0,41.1,11,432(-10),,,,大久保龍,新谷正子,,201606020811,西
10,4,7,ラルク,牝3,54,武豊,1:50.0,クビ,**,10-10-10-9,35.5,17.8,8,438(-6),,,,松永幹夫,キーファーズ,,201606020811,西
11,1,2,フェイズベロシティ,牝3,54,戸崎圭太,1:50.0,クビ,**,12-13-14-14,35.0,10.0,6,446(-6),,,,萩原清,池谷誠一,,201606020811,東
12,3,6,ヴィブロス,牝3,54,内田博幸,1:50.1,3/4,**,10-10-12-12,35.4,23.0,10,406(-8),,,,友道康夫,佐々木主浩,,201606020811,西
13,8,16,フジマサアクトレス,牝3,54,江田照男,1:50.1,クビ,**,16-16-16-16,34.7,225.5,15,442(-8),,,,菊川正達,藤原正一,,201606020811,東
14,8,15,ゴッドカリビアン,牝3,54,鮫島良太,1:50.3,1,**,15-15-14-14,35.3,42.3,12,436(0),,,,角田晃一,中西憲治,,201606020811,西
15,6,12,ペルソナリテ,牝3,54,柴田大知,1:50.5,1.1/4,**,12-13-13-12,35.7,21.3,9,400(-2),,,,相沢郁,サラブレッドクラブ・ラフィアン,,201606020811,東
16,7,14,カジノクイーン,牝3,54,黛弘人,1:51.4,5,**,8-8-8-11,37.1,411.0,16,446(+4),,,,中野栄治,内藤好江,,201606020811,東
1,4,7,アバオアクー,牡4,56,大野拓弥,2:35.0,,**,13-13-13-8,39.3,18.9,6,502(0),,,,新開幸一,外池榮一郎,"1,050.0",201606020812,東
2,8,15,リゼコーフィー,牡5,57,ルメール,2:35.1,1/2,**,4-4-4-4,40.3,7.3,3,486(-4),,,,森秀行,飯田訓大,420.0,201606020812,西
3,8,16,カンデラ,牝4,54,戸崎圭太,2:35.3,1.1/4,**,1-1-1-1,40.9,8.1,4,492(-6),,,,手塚貴久,ユアストーリー,260.0,201606020812,東
4,1,1,キールコネクション,牡4,56,吉田豊,2:35.4,3/4,**,7-7-6-6,40.4,27.8,10,470(-10),,,,尾関知人,水上行雄,160.0,201606020812,東
5,3,5,サトノセレリティ,牡5,57,蛯名正義,2:35.7,1.3/4,**,9-9-2-2,41.1,2.0,1,484(-4),,,,国枝栄,里見治,105.0,201606020812,東
6,7,13,ロックキャンディ,牝4,54,柴山雄一,2:36.0,1.1/2,**,16-15-15-12,40.1,23.6,8,494(-4),,,,土田稔,Ｂａｓｉｃ,,201606020812,東
7,7,14,トーセンアーネスト,牡4,56,菅原隆一,2:36.3,1.3/4,**,2-2-2-2,41.8,434.8,16,524(-10),,,,中川公成,島川隆哉,,201606020812,東
8,6,11,レッドエンブレム,牡6,57,柴田善臣,2:36.4,3/4,**,11-10-6-6,41.5,62.1,11,506(+2),,,,戸田博文,東京ホースレーシング,,201606020812,東
9,4,8,オケアノス,牡4,56,江田照男,2:36.5,1/2,**,13-13-10-10,41.0,90.0,12,518(-2),,,,南田美知,清水敏,,201606020812,東
10,2,3,クワッドアクセル,牡4,56,田辺裕信,2:36.6,アタマ,**,12-12-10-8,41.2,115.7,14,466(+2),,,,小西一男,明栄商事,,201606020812,東
11,1,2,アンヴァリッド,牡4,56,内田博幸,2:37.2,3.1/2,**,4-4-4-4,42.4,6.4,2,536(-8),,,,古賀慎明,村野康司,,201606020812,東
12,5,10,デブリン,牡4,54,井上敏樹,2:37.6,2.1/2,**,15-15-16-14,41.4,177.1,15,522(+8),,,,森秀行,一村哲也,,201606020812,西
13,5,9,アドマイヤイバマ,牡6,57,福永祐一,2:37.7,1/2,**,3-3-8-10,42.5,26.5,9,474(-4),,,,友道康夫,近藤利一,,201606020812,西
14,3,6,ディーセントワーク,牡5,57,川田将雅,2:37.9,1.1/4,**,4-6-8-13,42.6,15.3,5,490(0),,,,松下武士,サンデーレーシング,,201606020812,西
15,6,12,スズカカイゼル,牡6,54,藤田菜七,2:38.4,3,**,10-10-14-16,42.6,20.3,7,484(0),,,,高橋康之,永井啓弍,,201606020812,西
16,2,4,アムールスキー,牡5,56,石川裕紀,2:38.6,1,**,7-8-10-14,43.1,94.7,13,490(-4),,,,小笠倫弘,シルクレーシング,,201606020812,東
1,2,4,モルジアナ,牝4,55,横山典弘,1:11.4,,**,9-9,36.2,2.2,1,480(-4),,,,木村哲也,シルクレーシング,"1,854.3",201606030110,東
2,3,5,ゲマインシャフト,牡6,57,柴田大知,1:11.5,1/2,**,15-14,35.6,17.2,6,512(0),,,,伊藤大士,丸山担,739.8,201606030110,東
3,4,7,ヤマニンシャンデル,牝4,55,田中勝春,1:11.6,1/2,**,8-8,36.6,43.3,12,456(0),,,,栗田徹,土井肇,464.9,201606030110,東
4,8,15,モンテネオ,牡6,57,柴田善臣,1:11.9,1.3/4,**,9-9,36.6,12.1,4,482(-6),,,,小島茂之,毛利喜昭,270.0,201606030110,東
5,4,8,フクノドリーム,牝5,55,松岡正海,1:11.9,ハナ,**,4-2,37.5,4.7,2,494(0),,,,杉浦宏昭,福島祐子,182.0,201606030110,東
6,5,9,メイショウカノン,牡5,57,武幸四郎,1:12.1,1,**,16-16,36.0,37.9,9,482(0),,,,小島太,松本好隆,,201606030110,東
7,6,11,サクラフローラ,牝5,55,三浦皇成,1:12.1,アタマ,**,2-2,37.8,6.8,3,532(+2),,,,高柳瑞樹,さくらコマース,,201606030110,東
8,7,13,ドリームドルチェ,牡4,57,野中悠太,1:12.1,ハナ,**,5-5,37.5,39.1,10,516(-4),,,,根本康広,ライオンレースホース,,201606030110,東
9,7,14,イーグルカザン,牡8,57,吉田豊,1:12.2,3/4,**,14-14,36.5,63.3,13,532(0),,,,伊藤大士,山田裕仁,,201606030110,東
10,2,3,サンマディソン,牝5,55,岩部純二,1:12.4,1.1/2,**,12-12,36.9,105.0,15,462(-2),,,,萱野浩二,加藤信之,,201606030110,東
11,5,10,エンドレスノット,牝7,55,蛯名正義,1:12.4,アタマ,**,12-12,36.8,27.7,8,500(0),,,,国枝栄,金子真人ホールディングス,,201606030110,東
12,1,2,ヤマチョウフェア,牡8,57,石川裕紀,1:12.5,1/2,**,11-11,37.1,80.1,14,494(+6),,,,相沢郁,長谷川彰,,201606030110,東
13,1,1,サンライズネガノ,牡6,57,吉田隼人,1:12.5,ハナ,**,1-1,38.5,18.6,7,494(-6),,,,安田隆行,松岡隆雄,,201606030110,西
14,6,12,ブルーストーン,牝5,55,大野拓弥,1:12.6,1/2,**,5-5,38.0,13.3,5,462(-4),,,,伊藤圭三,Ｈ．Ｈ．シェイク・モハメド,,201606030110,東
15,8,16,ジョリーアップ,牝4,55,嘉藤貴行,1:13.9,8,**,5-5,39.3,42.8,11,490(0),,,,斎藤誠,ヒダカ・ブリーダーズ・ユニオン,,201606030110,東
16,3,6,カラダレジェンド,牡5,57,木幡巧也,1:14.9,6,**,2-2,40.6,182.2,16,476(-4),,,,尾形和幸,子安裕樹,,201606030110,東
1,8,9,ゴールドアクター,牡5,58,吉田隼人,2:36.8,,**,2-2-2-2,33.8,3.3,2,494(0),,,,中川公成,居城要,"6,764.4",201606030111,東
2,4,4,サウンズオブアース,牡5,56,福永祐一,2:36.9,3/4,**,2-2-2-2,33.9,2.4,1,506(+4),,,,藤岡健一,吉田照哉,"2,718.4",201606030111,西
3,2,2,マリアライト,牝5,55,蛯名正義,2:37.1,1.1/4,**,4-4-4-5,33.9,6.6,4,438(+4),,,,久保田貴,キャロットファーム,"1,709.2",201606030111,東
4,7,7,アルバート,牡5,57,ルメール,2:37.3,1.1/4,**,5-4-4-5,34.0,4.0,3,464(-2),,,,堀宣行,林正道,"1,000.0",201606030111,東
5,3,3,ディサイファ,牡7,57,武幸四郎,2:37.3,クビ,**,1-1-1-1,34.4,9.0,5,506(-4),,,,小島太,Ｈ．Ｈ．シェイク・モハメド,670.0,201606030111,東
6,5,5,アクションスター,牡6,56,大野拓弥,2:37.4,3/4,**,5-4-7-8,34.0,206.5,9,470(-8),,,,音無秀孝,福井明,,201606030111,西
7,8,8,ホッコーブレーヴ,牡8,56,田辺裕信,2:37.6,1.1/4,**,7-7-4-4,34.3,52.3,6,478(+2),,,,松永康利,矢部道晃,,201606030111,東
8,6,6,コスモロビン,牡8,56,柴田大知,2:38.0,2.1/2,**,7-7-7-7,34.5,196.3,8,530(+2),,,,清水英克,ビッグレッドファーム,,201606030111,東
9,1,1,フラガラッハ,牡9,56,高倉稜,2:38.0,アタマ,**,7-7-7-8,34.6,113.7,7,504(0),,,,松永幹夫,キャロットファーム,,201606030111,西
1,3,3,ソールインパクト,牡4,57,福永祐一,1:48.4,,**,4-4-5-5,34.9,3.4,2,484(-2),,,,戸田博文,窪田康志,"1,050.0",201606030112,東
2,2,2,ショウナンマルシェ,セ5,57,三浦皇成,1:48.5,3/4,**,5-7-7-6,34.8,10.3,4,468(-6),,,,二ノ宮敬,国本哲秀,420.0,201606030112,東
3,6,8,キミノナハセンター,牡5,57,ルメール,1:48.7,1.1/4,**,5-6-7-8,35.0,2.1,1,488(-2),,,,藤沢和雄,山本英俊,260.0,201606030112,東
4,7,10,マイネルシュバリエ,牡4,57,柴田大知,1:48.8,1/2,**,8-8-2-2,35.5,5.3,3,494(+6),,,,和田正道,サラブレッドクラブ・ラフィアン,160.0,201606030112,東
5,6,9,ストリートキャップ,牡4,57,柴山雄一,1:48.9,クビ,**,9-9-9-10,34.9,20.6,6,484(+2),,,,斎藤誠,ローレルレーシング,105.0,201606030112,東
6,1,1,ガチバトル,牡6,57,田中勝春,1:48.9,クビ,**,9-9-9-8,34.9,11.0,5,456(-2),,,,宗像義忠,吉田喜代司,,201606030112,東
7,7,11,エイダイポイント,牡8,54,菊沢一樹,1:49.2,2,**,12-12-13-13,34.6,65.7,8,456(+2),,,,菊沢隆徳,東振牧場,,201606030112,東
8,5,7,タンスチョキン,牝6,55,木幡初広,1:49.4,1.1/4,**,11-11-11-11,35.1,300.2,12,484(0),,,,高橋義博,栗本博晴,,201606030112,東
9,8,12,キングクリチャン,牡7,54,藤田菜七,1:49.6,1.1/2,**,1-1-1-1,37.6,40.7,7,498(-4),,,,高市圭二,栗本博晴,,201606030112,東
10,4,5,ディープサウンド,牡8,57,柴田善臣,1:49.8,1.1/4,**,13-13-11-11,35.5,169.0,11,476(-4),,,,水野貴広,増田雄一,,201606030112,東
11,5,6,アンブリッジローズ,牡6,56,石川裕紀,1:49.9,1/2,**,5-4-2-2,36.6,73.8,9,452(-2),,,,国枝栄,キャロットファーム,,201606030112,東
12,8,13,ブルーホール,牡5,55,井上敏樹,1:50.0,3/4,**,2-2-2-2,36.7,76.9,10,448(-4),,,,池上昌和,Ｂａｓｉｃ,,201606030112,東
13,4,4,クリノヤクマン,牡4,57,江田照男,1:50.2,1.1/4,**,3-3-5-6,36.8,351.2,13,492(-8),,,,蛯名利弘,栗本博晴,,201606030112,東
1,5,8,アデイインザライフ,牡5,57,田辺裕信,1:59.6,,**,14-14-11-7,34.2,2.5,1,560(+6),,,,萩原清,池谷誠一,"1,849.4",201606030210,東
2,1,1,ストレンジクォーク,牡4,55,蛯名正義,1:59.6,ハナ,**,10-10-9-7,34.5,3.5,2,492(-2),,,,小島太,キャロットファーム,738.4,201606030210,東
3,7,11,エアアンセム,牡5,56,三浦皇成,1:59.6,クビ,**,8-8-7-6,34.7,4.9,3,492(-2),,,,吉村圭司,ラッキーフィールド,464.2,201606030210,西
4,4,6,バーディーイーグル,牡6,54,吉田豊,1:59.6,アタマ,**,8-8-9-11,34.4,111.3,13,488(-8),,,,国枝栄,里見美惠子,270.0,201606030210,東
5,4,5,マイネルイルミナル,牡6,55,柴田大知,1:59.9,2,**,4-3-3-3,35.5,22.0,6,468(+2),,,,高木登,サラブレッドクラブ・ラフィアン,182.0,201606030210,東
6,7,12,ダイワレジェンド,牝5,54,石川裕紀,2:00.1,3/4,**,1-1-1-1,36.0,10.1,4,500(-4),,,,国枝栄,大城敬三,,201606030210,東
7,3,3,タブレットピーシー,牡5,54,木幡初広,2:00.2,1/2,**,7-7-7-7,35.3,49.8,9,470(0),,,,宗像義忠,薗部博之,,201606030210,東
8,5,7,ダイヤモンドダンス,牡7,54,内田博幸,2:00.2,ハナ,**,5-5-5-4,35.6,92.0,12,512(+4),,,,勢司和浩,坪野谷和平,,201606030210,東
9,6,9,ロードエフォール,牡8,55,丸田恭介,2:00.2,クビ,**,12-12-11-12,34.9,57.0,10,488(-6),,,,菊川正達,ロードホースクラブ,,201606030210,東
10,8,13,キングカラカウア,牡4,55,柴山雄一,2:00.3,クビ,**,12-12-11-12,35.0,11.8,5,494(-6),,,,加藤征弘,窪田芳郎,,201606030210,東
11,8,14,レッドルーファス,牡6,55,杉原誠人,2:00.4,1/2,**,2-2-2-2,36.1,38.9,8,514(-4),,,,藤沢和雄,東京ホースレーシング,,201606030210,東
12,3,4,ブラインドサイド,セ7,55,田中勝春,2:00.7,1.3/4,**,5-5-5-7,36.0,66.1,11,494(-16),,,,加藤征弘,諸江幸祐,,201606030210,東
13,2,2,ロジメジャー,牡7,54,江田照男,2:00.7,クビ,**,3-3-4-4,36.2,29.2,7,502(-8),,,,古賀慎明,久米田正明,,201606030210,東
14,6,10,グレイレジェンド,牡8,53,吉田隼人,2:01.3,3.1/2,**,11-10-11-14,35.9,117.9,14,468(0),,,,松永幹夫,小野博郷,,201606030210,西
1,2,4,ショウナンアポロン,牡6,54,松岡正海,1:52.7,,**,1-1-1-1,37.3,20.4,8,510(-8),,,,古賀史生,国本哲秀,"3,656.7",201606030211,東
2,2,3,バスタータイプ,牡4,56,内田博幸,1:52.8,3/4,**,4-4-5-2,37.1,2.6,1,526(+4),,,,佐藤正雄,村上稔,"1,416.2",201606030211,西
3,4,8,ドコフクカゼ,牡6,56.5,石川裕紀,1:52.9,3/4,**,13-13-11-7,36.7,5.5,2,518(-6),,,,友道康夫,國分純,908.1,201606030211,西
4,4,7,イッシンドウタイ,牡7,56.5,田辺裕信,1:53.0,クビ,**,5-5-5-5,37.3,6.7,3,518(-2),,,,伊藤圭三,グランド牧場,540.0,201606030211,東
5,7,14,クリノスターオー,牡6,58,三浦皇成,1:53.2,1.1/4,**,2-2-2-2,37.7,7.6,5,538(+2),,,,高橋義忠,栗本守,360.0,201606030211,西
6,5,10,キープインタッチ,牡6,54,吉田豊,1:53.3,1/2,**,10-10-8-7,37.3,66.5,12,512(0),,,,古賀慎明,村野康司,,201606030211,東
7,1,2,ヒラボクプリンス,牡6,54,丸山元気,1:53.4,クビ,**,10-10-11-12,37.2,219.6,15,500(-6),,,,加藤敬二,平田牧場,,201606030211,西
8,8,16,トウショウフリーク,牡9,56,柴山雄一,1:53.4,ハナ,**,2-2-2-2,37.9,55.0,11,494(-2),,,,今野貞一,トウショウ産業,,201606030211,西
9,7,13,モズライジン,牡4,55,中谷雄太,1:53.4,ハナ,**,5-5-4-5,37.8,14.7,6,470(+3),,,,矢作芳人,キャピタル・システム,,201606030211,西
10,6,11,キクノソル,牡6,55,柴田善臣,1:53.5,1/2,**,14-14-14-12,36.9,68.4,13,510(0),,,,北出成人,菊池五郎,,201606030211,西
11,5,9,サンマルデューク,牡7,56.5,蛯名正義,1:53.6,クビ,**,15-14-14-15,37.1,7.1,4,508(-4),,,,小島太,相馬勇,,201606030211,東
12,8,15,マイネルバウンス,牡7,54,柴田大知,1:54.0,2.1/2,**,10-12-13-14,37.6,35.4,9,498(+4),,,,伊藤大士,サラブレッドクラブ・ラフィアン,,201606030211,東
13,3,5,マイネルクロップ,牡6,57,丹内祐次,1:54.0,ハナ,**,7-7-8-7,38.0,19.2,7,512(-1),,,,飯田雄三,サラブレッドクラブ・ラフィアン,,201606030211,西
14,6,12,ソロル,牡6,57.5,吉田隼人,1:54.1,1/2,**,7-9-7-7,38.3,53.4,10,504(+14),,,,中竹和也,サンデーレーシング,,201606030211,西
15,1,1,キングヒーロー,牡7,54,田中勝春,1:54.5,2.1/2,**,7-7-8-7,38.6,139.0,14,502(-12),,,,大橋勇樹,伊藤正男,,201606030211,西
取,3,6,グランドシチー,牡9,57,津村明秀,,,**,,,---,,計不,,,,相沢郁,友駿ホースクラブ,,201606030211,東
1,4,7,ラブミークン,牡4,57,柴田大知,1:11.5,,**,5-5,37.1,22.9,8,484(-2),,,,田所秀孝,小林祥晃,"1,050.0",201606030212,西
2,4,8,シゲルハダカマツリ,牡4,57,吉田隼人,1:11.5,ハナ,**,2-2,37.7,4.9,2,540(-4),,,,伊藤圭三,森中蕃,420.0,201606030212,東
3,8,16,ベストリーダー,牝5,53,井上敏樹,1:11.5,クビ,**,3-3,37.5,87.5,13,450(-6),,,,中舘英二,社台レースホース,260.0,201606030212,東
4,8,15,オメガハイヌーン,牡4,57,柴田善臣,1:11.7,1.1/4,**,13-9,36.1,28.4,9,474(-4),,,,大和田成,原禮子,160.0,201606030212,東
5,5,10,クロムレック,牡6,57,吉田豊,1:11.8,3/4,**,8-8,36.8,2.6,1,534(-4),,,,戸田博文,キャロットファーム,105.0,201606030212,東
6,5,9,アヴェーヌモン,牡4,57,中谷雄太,1:11.9,1/2,**,1-1,38.2,12.4,5,530(-4),,,,中竹和也,加藤誠,,201606030212,西
7,3,5,イアペトス,牡4,57,江田照男,1:11.9,アタマ,**,7-7,37.3,42.3,11,486(-2),,,,武市康男,ミルファーム,,201606030212,東
8,6,11,カシノインカローズ,牝7,55,二本柳壮,1:12.0,クビ,**,13-14,36.3,106.5,14,466(-8),,,,二本柳俊,柏木務,,201606030212,東
9,2,4,タケルラグーン,牡4,57,柴山雄一,1:12.0,クビ,**,16-15,35.8,9.6,4,484(0),,,,池上昌弘,森保彦,,201606030212,東
10,7,14,クリノダイスーシー,牡4,57,三浦皇成,1:12.1,クビ,**,9-9,36.8,51.7,12,500(-4),,,,作田誠二,栗本博晴,,201606030212,西
11,1,2,ルージュロワイヤル,牝4,55,丸田恭介,1:12.3,1.1/4,**,11-12,36.8,194.7,15,476(-12),,,,清水英克,ユートピア牧場,,201606030212,東
12,7,13,トーセンミッション,牡4,57,内田博幸,1:12.8,3,**,15-15,36.8,35.1,10,516(+2),,,,菅原泰夫,島川隆哉,,201606030212,東
