着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),日付
6,5,9,"
ハルコマチ
",牝5,55,"
松岡正海
",1:12.3,2,"

**

",13-11,37.2,68.9,10,486(-2),"

","

","



","
[東]
星野忍
","
高橋治夫
",,201506030312
7,2,3,"
アフリカンブルー
",セ4,57,"
柴田大知
",1:12.4,3/4,"

**

",8-7,38.1,82.3,11,488(+4),"

","

","



","
[東]
和田雄二
","
杉浦和也
",,201506030312
8,8,16,"
リックバナード
",牡4,54,"
伴啓太
",1:12.5,クビ,"

**

",16-15,36.8,220.1,14,492(-4),"

","

","



","
[東]
小桧山悟
","
山邉浩
",,201506030312
9,2,4,"
オベリスク
",牡4,57,"
内田博幸
",1:12.5,クビ,"

**

",10-10,37.9,33.7,9,532(-6),"

","

","



","
[東]
田中剛
","
前田幸治
",,201506030312
10,4,8,"
ファンファーレ
",牝4,52,"
石川裕紀
",1:13.0,3,"

**

",8-8,38.7,19.4,8,490(0),"

","

","
","
[東]
武市康男
","
清水敏
",,201506030312
11,7,13,"
ブリッツ
",牡4,57,"
田辺裕信
",1:13.0,クビ,"

**

",6-6,39,14,7,484(-6),"

","

","



","
[東]
田村康仁
","
青山洋一
",,201506030312
12,5,10,"
サクセスコード
",牡4,57,"
蛯名正義
",1:13.1,1/2,"

**

",11-11,38.2,13,6,502(+2),"

","

","



","
[東]
武藤善則
","
吉田正志
",,201506030312
13,3,5,"
タイキマーシャ
",牝5,52,"
井上敏樹
",1:14.0,5,"

**

",11-11,39.1,276.1,15,464(+2),"

","

","
","
[東]
伊藤圭三
","
大樹ファーム
",,201506030312
14,6,12,"
ペイシャンスゼータ
",牝4,52,"
木幡初也
",1:14.0,ハナ,"

**

",15-16,38.5,321,16,472(+4),"

","

","
","
[東]
大江原哲
","
北所直人
",,201506030312
15,6,11,"
ヴェンセール
",牡5,57,"
丸山元気
",1:15.3,8,"

**

",6-8,41.3,130.1,13,472(-6),"

","

","
","
[東]
中野栄治
","
桐谷茂
",,201506030312
16,1,2,"
エターナルスター
",牝5,55,"
嶋田純次
",1:15.5,3/4,"

**

",3-4,41.9,119.5,12,484(-20),"

","

","
","
[東]
手塚貴久
","
下河邉行雄
",,201506030312
1,3,3,"
クロスクリーガー
",牡3,56,"
岩田康誠
",1:53.0,,"

**

",2-2-2-2,37.7,2.7,1,462(-2),"

","

","



","
[西]
庄野靖志
","
辻高史
",1829.4,201506030410
2,7,11,"
リアファル
",牡3,56,"
北村友一
",1:53.0,クビ,"

**

",3-3-3-3,37.5,14.2,6,508(+2),"

","

","
","
[西]
音無秀孝
","
キャロットファーム
",728.4,201506030410
3,1,1,"
アンヴァリッド
",牡3,56,"
戸崎圭太
",1:53.6,3.1/2,"

**

",13-14-10-7,37.4,6,3,526(-2),"

","

","



","
[東]
古賀慎明
","
村野康司
",362.1,201506030410
3,4,5,"
タンジブル
",牡3,56,"
柴山雄一
",1:53.6,同着,"

**

",10-10-7-6,37.7,7.3,4,500(0),"

","

","



","
[東]
黒岩陽一
","
Ｈ．Ｈ．シェイク・モハメド
",362.1,201506030410
5,8,14,"
ノンコノユメ
",牡3,56,"
横山典弘
",1:53.6,クビ,"

**

",13-12-10-7,37.4,10.9,5,448(+4),"

","

","



","
[東]
加藤征弘
","
山田和正
",180,201506030410
6,4,6,"
ブチコ
",牝3,54,"
藤岡康太
",1:53.7,クビ,"

**

",5-5-5-3,38.1,4.7,2,464(-6),"

","

","



","
[西]
音無秀孝
","
金子真人ホールディングス
",,201506030410
7,5,8,"
ホワイトフーガ
",牝3,54,"
大野拓弥
",1:53.9,1.1/2,"

**

",1-1-1-1,38.7,22.7,8,498(-2),"

","

","
","
[東]
高木登
","
西森鶴
",,201506030410
8,3,4,"
カラパナビーチ
",牡3,56,"
吉田豊
",1:54.0,1/2,"

**

",7-7-7-7,38.1,48.6,11,534(-4),"

","

","



","
[西]
吉田直弘
","
金子真人ホールディングス
",,201506030410
9,8,13,"
ペプチドウォヘッド
",牡3,56,"
内田博幸
",1:54.1,1/2,"

**

",5-5-5-7,38.4,15.4,7,464(0),"

","

","
","
[西]
吉村圭司
","
沼川一彦
",,201506030410
10,7,12,"
ノースランドボーイ
",牡3,56,"
勝浦正樹
",1:54.2,クビ,"

**

",11-12-12-11,37.8,73.9,13,486(-10),"

","

","
","
[東]
萱野浩二
","
河村祥史
",,201506030410
11,5,7,"
マイネルオフィール
",牡3,56,"
柴田大知
",1:54.4,1.1/2,"

**

",3-3-3-3,38.9,33.9,9,484(0),"

","

","
","
[西]
飯田雄三
","
サラブレッドクラブ・ラフィアン
",,201506030410
12,6,10,"
カフジテイク
",牡3,56,"
三浦皇成
",1:54.7,2,"

**

",11-11-14-12,38.1,35.5,10,470(0),"

","

","



","
[西]
湯窪幸雄
","
加藤守
",,201506030410
13,2,2,"
タケルオウジ
",牡3,56,"
石橋脩
",1:56.3,10,"

**

",8-9-12-14,40,409.4,14,498(+6),"

","

","
","
[東]
加藤征弘
","
森保彦
",,201506030410
14,6,9,"
マイネルシュバリエ
",牡3,56,"
丹内祐次
",1:56.6,1.3/4,"

**

",8-8-9-12,40.6,58.5,12,476(-2),"

","

","
","
[東]
和田正道
","
サラブレッドクラブ・ラフィアン
",,201506030410
1,5,10,"
モーリス
",牡4,55,"
戸崎圭太
",1:32.2,,"

**

",14-15-13,33,3.1,1,508(-2),"

","

","



","
[東]
堀宣行
","
吉田和美
",3857.4,201506030411
2,5,9,"
クラリティシチー
",牡4,56,"
三浦皇成
",1:32.8,3.1/2,"

**

",11-13-8,33.7,9,4,488(+2),"

","

","
","
[東]
上原博之
","
友駿ホースクラブ
",1516.4,201506030411
3,2,4,"
インパルスヒーロー
",牡5,56,"
田中勝春
",1:32.9,クビ,"

**

",8-12-13,33.9,24.4,9,506(-6),"

","

","
","
[東]
国枝栄
","
佐々木政充
",958.2,201506030411
4,6,12,"
エキストラエンド
",牡6,57,"
岩田康誠
",1:32.9,クビ,"

**

",14-16-16,33.4,10.4,5,470(-6),"

","

","
","
[西]
角居勝彦
","
社台レースホース
",570,201506030411
5,7,13,"
ブレイズアトレイル
",牡6,55,"
藤岡康太
",1:33.0,クビ,"

**

",6-7-8,34.3,18,7,494(+8),"

","

","
","
[西]
藤岡健一
","
サンデーレーシング
",380,201506030411
6,8,16,"
クラレント
",牡6,58.5,"
勝浦正樹
",1:33.0,クビ,"

**

",3-6-6,34.5,34.4,11,492(-14),"

","

","



","
[西]
橋口弘次
","
前田晋二
",,201506030411
7,6,11,"
ウインマーレライ
",牡4,55,"
松岡正海
",1:33.3,1.3/4,"

**

",3-4-4,35,49.3,14,500(-4),"

","

","
","
[東]
高木登
","
ウイン
",,201506030411
8,8,15,"
アーデント
",牡6,56,"
石橋脩
",1:33.4,1/2,"

**

",8-2-3,35.3,28.8,10,480(-4),"

","

","



","
[東]
加藤征弘
","
キャロットファーム
",,201506030411
9,1,1,"
カオスモス
",牡5,56,"
内田博幸
",1:33.4,ハナ,"

**

",2-4-4,35.1,18.9,8,508(-10),"

","

","
","
[西]
森秀行
","
小田吉男
",,201506030411
10,3,5,"
フラアンジェリコ
",牡7,54,"
柴山雄一
",1:33.5,1/2,"

**

",11-9-8,34.7,39.5,13,514(-8),"

","

","



","
[東]
斎藤誠
","
サンデーレーシング
",,201506030411
11,1,2,"
マイネルメリエンダ
",牡4,55,"
柴田大知
",1:33.5,クビ,"

**

",3-2-2,35.5,10.8,6,474(-10),"

","

","
","
[東]
和田正一
","
サラブレッドクラブ・ラフィアン
",,201506030411
12,3,6,"
コスモソーンパーク
",牡7,56,"
丹内祐次
",1:33.6,1/2,"

**

",8-11-11,34.7,8.6,3,486(0),"

","

","
","
[東]
池上昌弘
","
ビッグレッドファーム
",,201506030411
13,7,14,"
インプレスウィナー
",牡8,56,"
柴田善臣
",1:33.6,クビ,"

**

",13-9-11,34.8,321.6,16,456(-2),"

","

","



","
[東]
宗像義忠
","
西城公雄
",,201506030411
14,2,3,"
シャイニープリンス
",牡5,56,"
横山典弘
",1:33.7,クビ,"

**

",6-7-6,35.1,4.5,2,498(-2),"

","

","
","
[東]
栗田博憲
","
小林昌志
",,201506030411
15,4,7,"
タガノブルグ
",牡4,54,"
吉田豊
",1:34.0,1.3/4,"

**

",16-13-15,34.9,100.2,15,440(-6),"

","

","



","
[西]
鮫島一歩
","
八木秀之
",,201506030411
16,4,8,"
ラインスピリット
",牡4,55,"
森一馬
",1:34.2,1.1/4,"

**

",1-1-1,36.2,37.4,12,422(-2),"

","

","
","
[西]
松永昌博
","
大澤繁昌
",,201506030411
1,8,16,"
チュウワベイビー
",牝4,52,"
石川裕紀
",1:11.5,,"

**

",5-6,36.4,11.2,7,454(-2),"

","

","
","
[東]
栗田徹
","
中西忍
",1050,201506030412
2,7,14,"
キョウエイハピネス
",牡4,57,"
松岡正海
",1:11.5,クビ,"

**

",3-3,36.6,5.7,2,488(+4),"

","

","
","
[東]
伊藤伸一
","
田中晴夫
",420,201506030412
3,8,15,"
シュナップス
",牡5,57,"
勝浦正樹
",1:11.8,2,"

**

",7-8,36.6,9,6,454(-4),"

","

","
","
[東]
水野貴広
","
藤田在子
",260,201506030412
4,7,13,"
カワキタシャウト
",牡5,57,"
横山典弘
",1:11.9,1/2,"

**

",11-11,36.3,8.2,4,496(-8),"

","

","



","
[東]
武市康男
","
川島吉男
",160,201506030412
5,4,7,"
タンブルブルータス
",牡6,57,"
岩田康誠
",1:11.9,アタマ,"

**

",9-8,36.6,20.3,10,498(+2),"

","

","
","
[東]
和田正道
","
ポリッシュホースメイト
",105,201506030412
6,1,2,"
ヴェアリアスサマー
",牡4,57,"
三浦皇成
",1:11.9,ハナ,"

**

",1-1,37.3,5.1,1,516(-2),"

","

","



","
[東]
伊藤大士
","
小林秀樹
",,201506030412
7,6,12,"
ウインプロスパー
",牡5,57,"
丹内祐次
",1:12.0,クビ,"

**

",7-6,36.8,13.1,8,526(0),"

","

","
","
[東]
高橋祥泰
","
ウイン
",,201506030412
8,5,9,"
トレノソルーテ
",セ9,57,"
吉田豊
",1:12.0,アタマ,"

**

",14-15,36,98.2,15,530(+4),"

","

","



","
[東]
中舘英二
","
戸賀智子
",,201506030412
8,6,11,"
ロレーヌクロス
",牡5,57,"
丸山元気
",1:12.0,同着,"

**

",10-10,36.6,8.7,5,490(-2),"

","

","
","
[東]
加藤征弘
","
シルクレーシング
",,201506030412
10,3,6,"
フランチャイズ
",牡6,57,"
戸崎圭太
",1:12.1,1/2,"

**

",16-16,36,15.4,9,512(0),"

","

","
","
[東]
小西一男
","
島田久
",,201506030412
11,3,5,"
ソラニー
",牡5,54,"
木幡初也
",1:12.3,1.1/4,"

**

",2-2,37.6,7.4,3,496(+2),"

","

","



","
[東]
武藤善則
","
井上一郎
",,201506030412
12,1,1,"
メイショウトキムネ
",牡4,54,"
伴啓太
",1:12.4,クビ,"

**

",3-3,37.5,48.1,13,474(+12),"

","

","
","
[西]
南井克巳
","
松本好雄
",,201506030412
13,2,4,"
ヒカリブランデー
",牡4,57,"
内田博幸
",1:12.5,3/4,"

**

",5-5,37.5,27.4,11,480(-2),"

","

","



","
[東]
池上昌弘
","
ヒカリクラブ
",,201506030412
14,5,10,"
ラブミーブルー
",牝4,55,"
柴田大知
",1:12.5,アタマ,"

**

",12-11,36.6,167.1,16,448(+2),"

","

","



","
[東]
上原博之
","
小林祥晃
",,201506030412
15,4,8,"
ボウマンミル
",牡5,57,"
田中勝春
",1:12.8,1.3/4,"

**

",12-13,36.9,32.9,12,508(-10),"

","

","
","
[東]
高柳瑞樹
","
Ｈ．Ｈ．シェイク・モハメド
",,201506030412
16,2,3,"
ハニーバニー
",牝5,55,"
石橋脩
",1:13.2,2.1/2,"

**

",14-13,37.2,57.9,14,500(+2),"

","

","



","
[東]
伊藤圭三
","
ヒダカ・ブリーダーズ・ユニオン
",,201506030412
1,3,4,"
シャドウダンサー
",牡4,57,"
戸崎圭太
",2:15.5,,"

**

",4-4-4-4,34.2,3.9,2,500(+4),"

","

","
","
[西]
角居勝彦
","
飯塚知一
",1849.4,201506030510
2,4,5,"
マイネルアイザック
",牡6,57,"
柴田大知
",2:15.5,ハナ,"

**

",3-3-2-2,34.4,30.5,10,458(-2),"

","

","
","
[西]
宮徹
","
サラブレッドクラブ・ラフィアン
",738.4,201506030510
3,2,2,"
ダイワリベラル
",牡4,57,"
三浦皇成
",2:15.7,1.1/4,"

**

",4-4-4-4,34.3,3.6,1,524(0),"

","

","
","
[東]
菊沢隆徳
","
大城敬三
",464.2,201506030510
4,6,9,"
カムフィー
",牡6,57,"
柴田善臣
",2:15.7,クビ,"

**

",10-10-10-9,34,5.1,3,464(-2),"

","

","
","
[東]
池上昌和
","
清水二朗
",270,201506030510
5,8,14,"
メジャープレゼンス
",牡5,57,"
柴山雄一
",2:15.8,1/2,"

**

",2-2-2-1,34.8,22.8,8,534(+2),"

","

","
","
[東]
田村康仁
","
サンデーレーシング
",182,201506030510
6,5,7,"
レイズアスピリット
",牡4,57,"
丸山元気
",2:15.8,クビ,"

**

",13-13-11-9,34,9.5,4,468(-6),"

","

","
","
[東]
上原博之
","
キャロットファーム
",,201506030510
7,6,10,"
ダービーフィズ
",牡5,57,"
田中勝春
",2:15.9,クビ,"

**

",12-12-6-6,34.4,9.6,5,466(+2),"

","

","



","
[東]
小島太
","
社台レースホース
",,201506030510
8,8,13,"
ジャイアントリープ
",牡5,57,"
藤岡康太
",2:15.9,クビ,"

**

",6-6-6-6,34.4,12.9,6,508(-2),"

","

","



","
[西]
村山明
","
キャロットファーム
",,201506030510
9,7,11,"
スズカヴァンガード
",セ4,57,"
吉田豊
",2:16.0,クビ,"

**

",8-8-11-12,34.2,14.5,7,476(+2),"

","

","



","
[東]
小島茂之
","
永井啓弍
",,201506030510
10,7,12,"
カンタベリーナイト
",牡6,57,"
二本柳壮
",2:16.0,ハナ,"

**

",14-14-14-12,33.8,153.7,14,508(+2),"

","

","



","
[東]
二本柳俊
","
峰哲馬
",,201506030510
11,5,8,"
ロードエフォール
",牡7,57,"
江田照男
",2:16.1,3/4,"

**

",7-7-6-9,34.6,31.4,11,490(0),"

","

","
","
[東]
菊川正達
","
ロードホースクラブ
",,201506030510
12,1,1,"
マイネルジェイド
",牡5,57,"
石橋脩
",2:16.5,2.1/2,"

**

",10-11-6-6,35,105.9,13,458(+4),"

","

","
","
[東]
和田正道
","
サラブレッドクラブ・ラフィアン
",,201506030510
13,3,3,"
タイセイドリーム
",牡5,57,"
大野拓弥
",2:16.7,1.1/4,"

**

",8-9-11-12,34.9,29.1,9,532(-6),"

","

","
","
[西]
矢作芳人
","
田中成奉
",,201506030510
14,4,6,"
エルカミーノレアル
",牡4,57,"
松田大作
",2:17.8,7,"

**

",1-1-1-2,37.1,52.4,12,486(+6),"

","

","
","
[西]
小崎憲
","
広尾レース
",,201506030510
1,4,8,"
ヤマカツエース
",牡3,56,"
池添謙一
",1:34.8,,"

**

",9-9-8,34.9,15.3,7,482(-6),"

","

","



","
[西]
池添兼雄
","
山田和夫
",5316.2,201506030511
2,5,9,"
グランシルク
",牡3,56,"
戸崎圭太
",1:34.9,3/4,"

**

",16-16-16,33.7,3,1,478(-4),"

","

","



","
[東]
戸田博文
","
シルクレーシング
",2133.2,201506030511
3,6,12,"
アルマワイオリ
",牡3,56,"
勝浦正樹
",1:34.9,アタマ,"

**

",13-11-10,34.7,4.1,2,466(0),"

","

","



","
[西]
西浦勝一
","
コウトミックレーシング
",1316.6,201506030511
4,4,7,"
ナイトフォックス
",牡3,56,"
田中勝春
",1:35.0,1/2,"

**

",9-7-6,35.2,16,8,468(+2),"

","

","
","
[東]
大竹正博
","
石瀬浩三
",780,201506030511
5,1,2,"
ネオルミエール
",牡3,56,"
柴山雄一
",1:35.1,1/2,"

**

",14-14-14,34.2,13.1,5,462(0),"

","

","



","
[東]
藤沢和雄
","
シルクレーシング
",520,201506030511
6,7,13,"
ダイトウキョウ
",牡3,56,"
吉田豊
",1:35.2,1/2,"

**

",7-7-8,35.4,47.4,11,456(+2),"

","

","
","
[東]
戸田博文
","
市川義美
",,201506030511
7,6,11,"
ルナプロスペクター
",牡3,56,"
大野拓弥
",1:35.2,アタマ,"

**

",11-12-12,34.6,44.7,10,444(+2),"

","

","



","
[東]
金成貴史
","
サンデーレーシング
",,201506030511
8,8,16,"
ヤングマンパワー
",牡3,56,"
丸山元気
",1:35.3,1/2,"

**

",7-5-4,35.6,8.2,4,518(-4),"

","

","



","
[東]
手塚貴久
","
星野壽市
",,201506030511
9,3,6,"
ジャストドゥイング
",牡3,56,"
三浦皇成
",1:35.5,1.1/4,"

**

",3-10-10,35.5,105.1,15,536(-8),"

","

","



","
[西]
中竹和也
","
前田晋二
",,201506030511
10,3,5,"
コスモナインボール
",牡3,56,"
柴田大知
",1:35.6,3/4,"

**

",3-5-6,35.9,40.2,9,472(-4),"

","

","
","
[東]
和田雄二
","
ビッグレッドファーム
",,201506030511
11,2,3,"
タケルラムセス
",牡3,56,"
江田照男
",1:35.6,ハナ,"

**

",11-12-12,35.1,89.9,14,464(-4),"

","

","
","
[東]
田村康仁
","
森保彦
",,201506030511
12,2,4,"
マテンロウハピネス
",牡3,56,"
松田大作
",1:36.1,3,"

**

",3-2-2,36.6,6,3,446(+4),"

","

","
","
[西]
昆貢
","
寺田千代乃
",,201506030511
13,5,10,"
エイシンライダー
",牡3,56,"
内田博幸
",1:36.5,2.1/2,"

**

",3-4-4,36.9,74,13,506(0),"

","

","



","
[西]
沖芳夫
","
栄進堂
",,201506030511
14,8,15,"
ビヨンジオール
",牡3,56,"
横山典弘
",1:36.8,1.3/4,"

**

",14-14-14,35.9,61.4,12,492(0),"

","

","



","
[東]
的場均
","
林正道
",,201506030511
15,7,14,"
アクティブミノル
",牡3,56,"
藤岡康太
",1:36.9,3/4,"

**

",2-2-2,37.5,14.4,6,476(0),"

","

","
","
[西]
北出成人
","
吉岡實
",,201506030511
16,1,1,"
アンブリカル
",牝3,54,"
石橋脩
",1:37.6,4,"

**

",1-1-1,38.6,160.2,16,436(+2),"

","

","
","
[東]
清水英克
","
上野直樹
",,201506030511
1,7,10,"
スギノハルバード
",牡5,57,"
内田博幸
",2:32.2,,"

**

",3-3-3-2,37.8,4.9,2,484(-2),"

","

","
","
[東]
高柳瑞樹
","
杉山忠国
",1050,201506030512
2,6,8,"
ヤマカツポセイドン
",牡6,54,"
石川裕紀
",2:32.4,1,"

**

",8-7-7-7,37.2,4.1,1,464(0),"

","

","



","
[西]
大根田裕
","
山田和夫
",420,201506030512
3,6,9,"
マルマロス
",牡5,57,"
三浦皇成
",2:32.5,3/4,"

**

",2-2-1-1,38.3,8.5,6,516(0),"

","

","
","
[東]
新開幸一
","
ディアレスト
",260,201506030512
4,7,11,"
ティーポイズン
",牡4,57,"
藤岡康太
",2:32.6,1/2,"

**

",4-4-3-2,38.1,6.7,5,508(+4),"

","

","



","
[西]
五十嵐忠
","
深見富朗
",160,201506030512
5,5,7,"
ランブリングマン
",牡5,57,"
大野拓弥
",2:33.0,2.1/2,"

**

",6-5-6-5,38.1,5.9,4,530(0),"

","

","



","
[東]
新開幸一
","
スリースターズレーシング
",105,201506030512
6,5,6,"
アスカクイン
",牝4,55,"
吉田豊
",2:33.3,1.3/4,"

**

",9-9-9-9,37.5,13.3,7,490(+4),"

","

","
","
[東]
本間忍
","
上野武
",,201506030512
7,1,1,"
アムールスキー
",牡4,57,"
柴山雄一
",2:33.4,3/4,"

**

",6-7-7-7,38.1,34.9,9,492(+2),"

","

","
","
[東]
小笠倫弘
","
シルクレーシング
",,201506030512
8,8,13,"
オペラハット
",牡4,57,"
戸崎圭太
",2:33.8,2.1/2,"

**

",5-5-5-6,39.1,5.9,3,450(+6),"

","

","



","
[西]
森秀行
","
小菅定雄
",,201506030512
9,2,2,"
ケツァルコアトル
",牡5,57,"
丸山元気
",2:33.8,ハナ,"

**

",11-11-11-10,37.7,129.9,13,508(0),"

","

","
","
[東]
根本康広
","
ミルファーム
",,201506030512
10,3,3,"
イッツガナハプン
",牡6,57,"
柴田大知
",2:34.5,4,"

**

",13-13-12-12,38.3,78.4,12,490(-2),"

","

","



","
[東]
松山将樹
","
サミットレーシング
",,201506030512
11,4,5,"
メイショウシャイン
",牡8,57,"
石橋脩
",2:34.6,1/2,"

**

",10-9-9-10,38.8,40.8,10,472(+14),"

","

","
","
[西]
中内田充
","
松本好雄
",,201506030512
12,4,4,"
マキノクィーン
",牝5,55,"
池添謙一
",2:35.2,3.1/2,"

**

",12-12-13-13,38.8,57.2,11,496(-4),"

","

","
","
[東]
土田稔
","
島宮萬喜
",,201506030512
13,8,12,"
ジャストヴィークル
",牡4,57,"
松田大作
",2:35.2,ハナ,"

**

",1-1-2-2,40.9,25.8,8,524(+4),"

","

","



","
[西]
友道康夫
","
大塚亮一
",,201506030512
1,5,7,"
サクラダムール
",牡5,56,"
勝浦正樹
",1:34.1,,"

**

",13-13-11,33.9,3.5,1,478(0),"

","

","
","
[東]
田島俊明
","
さくらコマース
",1539.2,201506030610
2,3,3,"
マリーズケイ
",牝4,53,"
石川裕紀
",1:34.2,1/2,"

**

",10-9-10,34.5,7.7,4,470(0),"

","

","
","
[東]
伊藤大士
","
冨沢敦子
",611.2,201506030610
3,7,12,"
ヘイジームーン
",牝4,54,"
三浦皇成
",1:34.4,1,"

**

",7-9-8,34.7,4.7,3,484(-4),"

","

","



","
[東]
戸田博文
","
窪田康志
",385.6,201506030610
4,3,4,"
コスモエルデスト
",牝4,54,"
蛯名正義
",1:34.4,ハナ,"

**

",2-4-3,35.7,4.3,2,454(0),"

","

","
","
[東]
畠山吉宏
","
ビッグレッドファーム
",230,201506030610
5,2,2,"
ローズマンブリッジ
",牝5,53,"
大野拓弥
",1:34.4,ハナ,"

**

",7-7-6,35.3,14.9,6,496(-4),"

","

","
","
[東]
加藤征弘
","
吉田勝己
",150,201506030610
6,5,8,"
シニョリーナ
",牝4,53,"
江田照男
",1:34.5,1/2,"

**

",7-8-8,35.1,26.2,10,450(0),"

","

","
","
[東]
菊川正達
","
高樽さゆり
",,201506030610
7,7,11,"
ニシノミチシルベ
",牝4,52,"
村田一誠
",1:34.5,ハナ,"

**

",10-11-11,34.6,25.4,9,466(0),"

","

","
","
[東]
手塚貴久
","
西山茂行
",,201506030610
8,1,1,"
ナムラショウリ
",牡5,53,"
国分優作
",1:34.5,クビ,"

**

",14-14-14,34.2,125,13,448(+6),"

","

","



","
[東]
大和田成
","
奈村信重
",,201506030610
9,4,6,"
シーギリヤガール
",牝5,52,"
柴田未崎
",1:34.6,3/4,"

**

",3-4-5,35.8,57.6,11,464(-2),"

","

","
","
[東]
清水英克
","
ビッグレッドファーム
",,201506030610
10,6,9,"
コスモミレネール
",牝6,53,"
嘉藤貴行
",1:34.6,アタマ,"

**

",3-2-2,36.2,20.5,8,454(-4),"

","

","
","
[東]
高橋義博
","
ビッグレッドファーム
",,201506030610
11,8,13,"
ボブキャット
",牡5,55,"
伊藤工真
",1:34.8,1.1/4,"

**

",3-3-3,36.2,9.5,5,522(+4),"

","

","
","
[東]
久保田貴
","
村木隆
",,201506030610
12,4,5,"
アーマークラッド
",牡5,54,"
藤田伸二
",1:34.8,クビ,"

**

",12-11-11,34.9,19.3,7,498(-2),"

","

","



","
[東]
武井亮
","
吉田和子
",,201506030610
13,6,10,"
シベリアンタイガー
",セ4,54,"
柴山雄一
",1:34.9,1/2,"

**

",1-1-1,36.6,66.7,12,460(-2),"

","

","
","
[東]
栗田博憲
","
岡田牧雄
",,201506030610
14,8,14,"
サウンドバラッド
",セ8,52,"
秋山真一
",1:35.0,クビ,"

**

",3-6-6,36,158.2,14,476(0),"

","

","
","
[西]
佐藤正雄
","
増田雄一
",,201506030610
1,6,12,"
サカジロロイヤル
",牡7,56,"
国分優作
",1:08.3,,"

**

",2-2,33.7,7.1,5,512(-8),"

","

","
","
[西]
湯窪幸雄
","
ロイヤルパーク
",2237.8,201506030611
2,1,2,"
スマートオリオン
",牡5,56,"
蛯名正義
",1:08.5,1.1/2,"

**

",4-4,33.7,3.8,1,502(-4),"

","

","
","
[東]
鹿戸雄一
","
大川徹
",890.8,201506030611
